defined_class	defined_class_name	stressor
ECTO:0400000	exposure to environmental layer	ENVO:01000281
ECTO:1000004	exposure to wooden building floor	ENVO:01000488
ECTO:1000005	exposure to concrete building floor	ENVO:01000489
