iri,iri label,stressor,stressor label
,,NCIT:C17934,Tobacco Smoking
,,NCIT:C2190,alcohol
,,NCIT:C20080,Angiography
,,NCIT:C17054,radioactivity
,,NCIT:C27851,Human Papillomavirus Infection
,,NCIT:C45783,noise
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
