ECTO:0000001	NCIT:C61398	0.1	0.1	0.85	0.1
ECTO:0000001	PECO:0007151	0.1	0.1	0.85	0.1
ECTO:0000001	XCO:0000038	0.1	0.1	0.85	0.1
ECTO:0000002	XCO:0000045	0.1	0.1	0.85	0.1
ECTO:0000004	PECO:0001022	0.1	0.1	0.85	0.1
ECTO:0000004	XCO:0000040	0.1	0.1	0.85	0.1
ECTO:0000008	XCO:0000046	0.1	0.1	0.85	0.1
ECTO:0000126	PECO:0007409	0.1	0.1	0.85	0.1
ECTO:0000127	PECO:0001010	0.1	0.1	0.85	0.1
ECTO:0000128	PECO:0001015	0.1	0.1	0.85	0.1
ECTO:0000129	PECO:0001012	0.1	0.1	0.85	0.1
ECTO:0000130	PECO:0001013	0.1	0.1	0.85	0.1
ECTO:0000132	PECO:0007187	0.1	0.1	0.85	0.1
ECTO:0000133	PECO:0007080	0.1	0.1	0.85	0.1
ECTO:0000139	PECO:0001020	0.1	0.1	0.85	0.1
ECTO:0000150	PECO:0007406	0.1	0.1	0.85	0.1
ECTO:0000151	PECO:0001021	0.1	0.1	0.85	0.1
ECTO:0000170	PECO:0007524	0.1	0.1	0.85	0.1
ECTO:0000204	PECO:0001011	0.1	0.1	0.85	0.1
ECTO:0000205	PECO:0001014	0.1	0.1	0.85	0.1
ECTO:0000232	PECO:0007415	0.1	0.1	0.85	0.1
ECTO:0000289	PECO:0007550	0.1	0.1	0.85	0.1
ECTO:0000295	PECO:0007521	0.1	0.1	0.85	0.1
ECTO:0000296	PECO:0007525	0.1	0.1	0.85	0.1
ECTO:0000340	NCIT:C36251	0.1	0.1	0.85	0.1
ECTO:0000375	PECO:0007185	0.1	0.1	0.85	0.1
ECTO:0000439	PECO:0007539	0.1	0.1	0.85	0.1
ECTO:0000458	PECO:0007531	0.1	0.1	0.85	0.1
ECTO:0000499	PECO:0007074	0.1	0.1	0.85	0.1
ECTO:0000507	PECO:0007066	0.1	0.1	0.85	0.1
ECTO:0000509	NCIT:C41362	0.1	0.1	0.85	0.1
ECTO:0000513	PECO:0007268	0.1	0.1	0.85	0.1
ECTO:0000515	PECO:0007183	0.1	0.1	0.85	0.1
ECTO:0000517	PECO:0007632	0.1	0.1	0.85	0.1
ECTO:0000530	PECO:0007167	0.1	0.1	0.85	0.1
ECTO:0000538	PECO:0007239	0.1	0.1	0.85	0.1
ECTO:0000980	PECO:0007161	0.1	0.1	0.85	0.1
ECTO:0000981	PECO:0007160	0.1	0.1	0.85	0.1
ECTO:0001138	PECO:0007504	0.1	0.1	0.85	0.1
ECTO:0001162	PECO:0007063	0.1	0.1	0.85	0.1
ECTO:0001566	PECO:0001018	0.1	0.1	0.85	0.1
ECTO:0001618	NCIT:C55816	0.1	0.1	0.85	0.1
ECTO:0001699	PECO:0007503	0.1	0.1	0.85	0.1
ECTO:0001714	PECO:0007528	0.1	0.1	0.85	0.1
ECTO:0001716	PECO:0007530	0.1	0.1	0.85	0.1
ECTO:0001795	PECO:0007517	0.1	0.1	0.85	0.1
ECTO:0001833	PECO:0007554	0.1	0.1	0.85	0.1
ECTO:0001919	PECO:0007571	0.1	0.1	0.85	0.1
ECTO:0001935	PECO:0007573	0.1	0.1	0.85	0.1
ECTO:0001984	PECO:0007553	0.1	0.1	0.85	0.1
ECTO:0001989	PECO:0001006	0.1	0.1	0.85	0.1
ECTO:0001991	PECO:0007048	0.1	0.1	0.85	0.1
ECTO:0002041	XCO:0000248	0.1	0.1	0.85	0.1
ECTO:0002042	XCO:0000249	0.1	0.1	0.85	0.1
ECTO:0002043	XCO:0000250	0.1	0.1	0.85	0.1
ECTO:0002044	XCO:0000376	0.1	0.1	0.85	0.1
ECTO:0002045	XCO:0000375	0.1	0.1	0.85	0.1
ECTO:0002048	XCO:0000094	0.1	0.1	0.85	0.1
ECTO:0002049	XCO:0000105	0.1	0.1	0.85	0.1
ECTO:0002050	XCO:0000209	0.1	0.1	0.85	0.1
ECTO:0002294	PECO:0007568	0.1	0.1	0.85	0.1
ECTO:0002297	PECO:0001060	0.1	0.1	0.85	0.1
NCIT:C113213	XCO:0000599	0.1	0.1	0.85	0.1
NCIT:C14283	XCO:0000237	0.1	0.1	0.85	0.1
NCIT:C152071	XCO:0000397	0.1	0.1	0.85	0.1
NCIT:C29029	XCO:0000543	0.1	0.1	0.85	0.1
NCIT:C29029	XCO:0000544	0.1	0.1	0.85	0.1
NCIT:C36251	ECTO:0000340	0.1	0.1	0.85	0.1
NCIT:C36290	PECO:0007189	0.1	0.1	0.85	0.1
NCIT:C41362	ECTO:0000509	0.1	0.1	0.85	0.1
NCIT:C44415	XCO:0000354	0.1	0.1	0.85	0.1
NCIT:C44462	XCO:0000042	0.1	0.1	0.85	0.1
NCIT:C55816	ECTO:0001618	0.1	0.1	0.85	0.1
NCIT:C61398	ECTO:0000001	0.1	0.1	0.85	0.1
NCIT:C61398	PECO:0007151	0.1	0.1	0.85	0.1
NCIT:C61398	XCO:0000038	0.1	0.1	0.85	0.1
NCIT:C645	XCO:0000346	0.1	0.1	0.85	0.1
NCIT:C920	XCO:0000625	0.1	0.1	0.85	0.1
NCIT:C96428	XCO:0000272	0.1	0.1	0.85	0.1
PECO:0001006	ECTO:0001989	0.1	0.1	0.85	0.1
