left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	equiv_clique_size
http://purl.obolibrary.org/obo/ECTO_0001573	exposure to platinum	http://purl.obolibrary.org/obo/MRE_0000120	Exposure to platinum	label	label	exposure to platinum	Exposure to platinum	100.0	0.3333333333333333	1.0	0	0.6089309878213803	3
http://purl.obolibrary.org/obo/ECTO_0001574	exposure to selenium	http://purl.obolibrary.org/obo/MRE_0000121	Exposure to selenium	label	label	exposure to selenium	Exposure to selenium	66.66666666666666	0.3333333333333333	0.5	0	0.6241872561768531	3
http://purl.obolibrary.org/obo/ECTO_0001575	exposure to strontium	http://purl.obolibrary.org/obo/MRE_0000122	Exposure to strontium	label	label	exposure to strontium	Exposure to strontium	100.0	0.3333333333333333	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001576	exposure to tin	http://purl.obolibrary.org/obo/MRE_0000124	Exposure to tin	label	label	exposure to tin	Exposure to tin	100.0	1.0	0.3333333333333333	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001577	exposure to tungsten	http://purl.obolibrary.org/obo/MRE_0000125	Exposure to tungsten	label	label	exposure to tungsten	Exposure to tungsten	100.0	0.3333333333333333	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001578	exposure to zinc	http://purl.obolibrary.org/obo/MRE_0000127	Exposure to zinc	label	label	exposure to zinc	Exposure to zinc	66.66666666666666	0.5	0.3333333333333333	0	0.37691401648998824	4
http://purl.obolibrary.org/obo/ECTO_0001581	exposure to methylparaben	http://purl.obolibrary.org/obo/MRE_0000177	Exposure to methyl paraben	hasRelatedSynonym	label	exposure to methyl paraben	Exposure to methyl paraben	50.0	1.0	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001582	exposure to methylarsonic acid	http://purl.obolibrary.org/obo/MRE_0000207	Exposure to monomethylarsonic acid	hasRelatedSynonym	label	exposure to monomethylarsonic acid	Exposure to monomethylarsonic acid	46.875	0.75	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001619	exposure to barium atom	http://purl.obolibrary.org/obo/MRE_0000110	Exposure to barium	hasRelatedSynonym	label	exposure to barium	Exposure to barium	50.0	0.3333333333333333	1.0	2	0.3333333333333333	3
http://purl.obolibrary.org/obo/ECTO_0001628	exposure to beryllium atom	http://purl.obolibrary.org/obo/MRE_0000111	Exposure to beryllium	hasRelatedSynonym	label	exposure to beryllium	Exposure to beryllium	50.0	0.3333333333333333	1.0	2	0.3333333333333333	3
http://purl.obolibrary.org/obo/ECTO_0001644	exposure to cadmium atom	http://purl.obolibrary.org/obo/MRE_0000112	Exposure to cadmium	hasRelatedSynonym	label	exposure to cadmium	Exposure to cadmium	50.0	1.0	0.3333333333333333	2	0.27641277641277645	4
http://purl.obolibrary.org/obo/ECTO_0001678	exposure to cobalt atom	http://purl.obolibrary.org/obo/MRE_0000114	Exposure to cobalt	hasRelatedSynonym	label	exposure to cobalt	Exposure to cobalt	50.0	1.0	0.3333333333333333	2	0.23340248962655605	4
http://purl.obolibrary.org/obo/ECTO_0001785	exposure to lead atom	http://purl.obolibrary.org/obo/MRE_0000116	Exposure to lead	hasRelatedSynonym	label	exposure to lead	Exposure to lead	50.0	0.3333333333333333	1.0	2	0.28268551236749123	4
http://purl.obolibrary.org/obo/ECTO_0001791	exposure to manganese atom	http://purl.obolibrary.org/obo/MRE_0000117	Exposure to manganese	hasRelatedSynonym	label	exposure to Manganese	Exposure to manganese	50.0	0.3333333333333333	1.0	2	0.28268551236749123	4
http://purl.obolibrary.org/obo/ECTO_0001797	exposure to methyl tert-butyl ether	http://purl.obolibrary.org/obo/MRE_0000152	Exposure to methyl-tert-butyl ether	label	label	exposure to methyl tert-butyl ether	Exposure to methyl-tert-butyl ether	72.24999999999999	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0001902	exposure to 1,1,1,2-tetrachloroethane	http://purl.obolibrary.org/obo/MRE_0000133	Exposure to 1,1,2,2-tetrachloroethane	label	label	exposure to 1,1,1,2-tetrachloroethane	Exposure to 1,1,2,2-tetrachloroethane	64.2222222222222	0.6666666666666666	0.6666666666666666	2	0.41944847605224955	3
http://purl.obolibrary.org/obo/ECTO_0001944	exposure to zinc atom	http://purl.obolibrary.org/obo/MRE_0000127	Exposure to zinc	hasRelatedSynonym	label	exposure to zinc	Exposure to zinc	50.0	1.0	0.3333333333333333	2	0.28268551236749123	4
http://purl.obolibrary.org/obo/ECTO_0001950	exposure to thallium molecular entity	http://purl.obolibrary.org/obo/MRE_0000123	Exposure to thallium	hasRelatedSynonym	label	exposure to thallium compounds	Exposure to thallium	36.12499999999999	1.0	0.3333333333333333	2	0.2653810835629017	3
http://purl.obolibrary.org/obo/ECTO_0002301	exposure to Helicobacter pylori infection	http://purl.obolibrary.org/obo/MRE_0000086	Helicobacter pylori infection	label	label	exposure to Helicobacter pylori infection	Helicobacter pylori infection	72.24999999999999	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002304	exposure to organochlorine pesticide	http://purl.obolibrary.org/obo/MRE_0000087	Exposure to organochloride pesticide	hasRelatedSynonym	label	exposure to organochloride pesticide	Exposure to organochloride pesticide	50.0	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002312	exposure to ethylparaben	http://purl.obolibrary.org/obo/MRE_0000176	Exposure to ethyl paraben	hasRelatedSynonym	label	exposure to ethyl paraben	Exposure to ethyl paraben	46.875	0.75	0.75	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002313	exposure to propylparaben	http://purl.obolibrary.org/obo/MRE_0000178	Exposure to n-propyl paraben	hasRelatedSynonym	label	exposure to n-propyl paraben	Exposure to n-propyl paraben	50.0	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002319	exposure to arsenic atom	http://purl.obolibrary.org/obo/MRE_0000109	Exposure to arsenic	hasRelatedSynonym	label	exposure to arsenic	Exposure to arsenic	50.0	1.0	0.5	2	0.45454545454545453	3
http://purl.obolibrary.org/obo/ECTO_0002389	dietary food additive exposure	http://purl.obolibrary.org/obo/MRE_0000017	Dietary exposure to food additive	hasExactSynonym	label	dietary exposure to food additive	Dietary exposure to food additive	90.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002396	dietary aflatoxin exposure	http://purl.obolibrary.org/obo/MRE_0000012	Dietary aflatoxin exposure	label	label	dietary aflatoxin exposure	Dietary aflatoxin exposure	75.0	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002397	dietary antimony exposure	http://purl.obolibrary.org/obo/MRE_0000013	Dietary antimony exposure	label	label	dietary antimony exposure	Dietary antimony exposure	75.0	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002398	dietary arsenic exposure	http://purl.obolibrary.org/obo/MRE_0000014	Dietary arsenic exposure	label	label	dietary arsenic exposure	Dietary arsenic exposure	75.0	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002399	dietary cadmium exposure	http://purl.obolibrary.org/obo/MRE_0000015	Dietary cadmium exposure	label	label	dietary cadmium exposure	Dietary cadmium exposure	75.0	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002400	dietary mercury exposure	http://purl.obolibrary.org/obo/MRE_0000016	Dietary mercury exposure	label	label	dietary mercury exposure	Dietary mercury exposure	75.0	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002401	dietary bisphenol A exposure	http://purl.obolibrary.org/obo/MRE_0000022	Dietary exposure to bisphenol A	hasExactSynonym	label	dietary exposure to bisphenol A	Dietary exposure to bisphenol A	67.5	0.5	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002402	dietary monosodium glutamate exposure	http://purl.obolibrary.org/obo/MRE_0000025	Dietary exposure to monosodium glutamate	hasExactSynonym	label	dietary exposure to monosodium glutamate	Dietary exposure to monosodium glutamate	90.0	0.3333333333333333	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002403	dietary disodium 5'-guanylate exposure	http://purl.obolibrary.org/obo/MRE_0000026	Dietary exposure to disodium guanylate	hasRelatedSynonym	label	dietary disodium guanylate exposure	Dietary exposure to disodium guanylate	36.12499999999999	0.6666666666666666	1.0	4	1.0	2

