ECTO:0000007 ! exposure to visible light radiation	ZECO:0000213 ! visible light	false	exact	label	lightlight
ECTO:0000007 ! exposure to visible light radiation	EO:0007221 ! visible light regimen	false	label	label	lightlight
ECTO:0000007 ! exposure to visible light radiation	XCO:0000283 ! visible light stimulus	false	label	label	lightlight
ECTO:0000007 ! exposure to visible light radiation	XCO:0000284 ! controlled visible light exposure	false	label	broad	lightlight
ECTO:0000007 ! exposure to visible light radiation	ZECO:0000213 ! visible light	false	label	label	lightlight
ECTO:0000008 ! exposure to infrared radiation	XCO:0000046 ! infrared radiation exposure	true	exact	label	exposurinfrarradiat
ECTO:0000008 ! exposure to infrared radiation	XCO:0000046 ! infrared radiation exposure	true	label	label	exposurinfrarradiat
ECTO:0000008 ! exposure to infrared radiation	XCO:0000046 ! infrared radiation exposure	false	exact	label	infrared
ECTO:0000008 ! exposure to infrared radiation	XCO:0000046 ! infrared radiation exposure	false	label	label	infrared
ECTO:0000008 ! exposure to infrared radiation	XCO:0000046 ! infrared radiation exposure	false	exact	label	infraredradiationexposure
ECTO:0000008 ! exposure to infrared radiation	XCO:0000046 ! infrared radiation exposure	true	exact	label	infrarradiatexposur
ECTO:0000013 ! exposure to radiowave radiation	EO:0007624 ! radio wave	false	exact	label	radiowave
ECTO:0000013 ! exposure to radiowave radiation	EO:0007624 ! radio wave	true	exact	label	radiowave
ECTO:0000013 ! exposure to radiowave radiation	ZECO:0000210 ! radio waves	true	exact	label	radiowave
ECTO:0000013 ! exposure to radiowave radiation	EO:0007624 ! radio wave	false	label	label	radiowave
ECTO:0000013 ! exposure to radiowave radiation	EO:0007624 ! radio wave	true	label	label	radiowave
ECTO:0000013 ! exposure to radiowave radiation	ZECO:0000210 ! radio waves	true	label	label	radiowave
ECTO:0000014 ! exposure to ultrasound radiation	GO:1990478 ! response to ultrasound	false	exact	label	ultrasound
ECTO:0000014 ! exposure to ultrasound radiation	ZECO:0000244 ! ultrasound	false	exact	label	ultrasound
ECTO:0000014 ! exposure to ultrasound radiation	ZECO:0000244 ! ultrasound	true	exact	label	ultrasound
ECTO:0000014 ! exposure to ultrasound radiation	GO:1990478 ! response to ultrasound	false	label	label	ultrasound
ECTO:0000014 ! exposure to ultrasound radiation	ZECO:0000244 ! ultrasound	false	label	label	ultrasound
ECTO:0000014 ! exposure to ultrasound radiation	ZECO:0000244 ! ultrasound	true	label	label	ultrasound
ECTO:0000066 ! exposure to blood	ExO:0000063 ! blood	false	exact	label	blood
ECTO:0000066 ! exposure to blood	ExO:0000063 ! blood	false	label	label	blood
ECTO:0000071 ! exposure to climate change	ExO:0000014 ! climate change	false	exact	label	changeclimate
ECTO:0000071 ! exposure to climate change	ExO:0000014 ! climate change	false	label	label	changeclimate
ECTO:0000071 ! exposure to climate change	ExO:0000014 ! climate change	false	exact	label	climatechange
ECTO:0000071 ! exposure to climate change	ExO:0000014 ! climate change	false	label	label	climatechange
ECTO:0000073 ! exposure to volcanic eruption	Wikidata:Q7692360 ! volcanic eruption	false	exact	label	eruptionvolcanic
ECTO:0000073 ! exposure to volcanic eruption	Wikidata:Q7692360 ! volcanic eruption	false	label	label	eruptionvolcanic
ECTO:0000073 ! exposure to volcanic eruption	Wikidata:Q7692360 ! volcanic eruption	false	exact	label	volcaniceruption
ECTO:0000073 ! exposure to volcanic eruption	Wikidata:Q7692360 ! volcanic eruption	false	label	label	volcaniceruption
ECTO:0000074 ! exposure to earthquake	Wikidata:Q7944 ! earthquake	false	exact	label	earthquake
ECTO:0000074 ! exposure to earthquake	Wikidata:Q7944 ! earthquake	false	label	label	earthquake
ECTO:0000079 ! exposure to flooding	EO:0007396 ! flood prone region	false	exact	related	flooding
ECTO:0000079 ! exposure to flooding	GO:0009413 ! response to flooding	false	exact	label	flooding
ECTO:0000079 ! exposure to flooding	EO:0007396 ! flood prone region	false	label	related	flooding
ECTO:0000079 ! exposure to flooding	GO:0009413 ! response to flooding	false	label	label	flooding
ECTO:0000082 ! exposure to environmental pollution	http://id.nlm.nih.gov/mesh/D004787 ! Environmental Pollution	false	exact	label	environmentalpollution
ECTO:0000082 ! exposure to environmental pollution	http://id.nlm.nih.gov/mesh/D004787 ! Environmental Pollution	false	exact	related	environmentalpollution
ECTO:0000082 ! exposure to environmental pollution	http://id.nlm.nih.gov/mesh/D004787 ! Environmental Pollution	false	label	label	environmentalpollution
ECTO:0000082 ! exposure to environmental pollution	http://id.nlm.nih.gov/mesh/D004787 ! Environmental Pollution	false	label	related	environmentalpollution
ECTO:0000087 ! exposure to mudslide	Wikidata:Q175768 ! mudslide	false	exact	label	mudslide
ECTO:0000087 ! exposure to mudslide	Wikidata:Q175768 ! mudslide	false	label	label	mudslide
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	false	label	label	exposuretowaterpollution
ECTO:0000105 ! exposure to water pollution	ECTO:0001007 ! exposure to contaminated water	true	exact	related	exposurpollutwater
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	true	exact	label	exposurpollutwater
ECTO:0000105 ! exposure to water pollution	ECTO:0001007 ! exposure to contaminated water	true	label	related	exposurpollutwater
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	true	label	label	exposurpollutwater
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	true	label	label	exposurtowaterpollut
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	true	label	label	exposurwaterpollut
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	false	exact	label	pollutionwater
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	false	label	label	pollutionwater
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	false	exact	label	waterpollution
ECTO:0000105 ! exposure to water pollution	MRE:0000082 ! Exposure to water pollution	false	label	label	waterpollution
ECTO:0000108 ! exposure to drought	GO:0009414 ! response to water deprivation	false	exact	exact	drought
ECTO:0000108 ! exposure to drought	GO:0009414 ! response to water deprivation	false	label	exact	drought
ECTO:0000115 ! exposure to reactive oxygen species	GO:0000302 ! response to reactive oxygen species	false	exact	label	oxygenreactivespecies
ECTO:0000115 ! exposure to reactive oxygen species	GO:0000302 ! response to reactive oxygen species	false	label	label	oxygenreactivespecies
ECTO:0000115 ! exposure to reactive oxygen species	GO:0000302 ! response to reactive oxygen species	false	exact	label	reactiveoxygenspecies
ECTO:0000115 ! exposure to reactive oxygen species	GO:0000302 ! response to reactive oxygen species	false	label	label	reactiveoxygenspecies
ECTO:0000116 ! exposure to superoxide	GO:0000303 ! response to superoxide	false	exact	label	superoxide
ECTO:0000116 ! exposure to superoxide	GO:0000303 ! response to superoxide	false	label	label	superoxide
ECTO:0000118 ! exposure to oxygen radical	GO:0000305 ! response to oxygen radical	false	exact	label	oxygenradical
ECTO:0000118 ! exposure to oxygen radical	GO:0000305 ! response to oxygen radical	false	label	label	oxygenradical
ECTO:0000119 ! exposure to amphetamine	GO:0001975 ! response to amphetamine	false	exact	label	amphetamine
ECTO:0000119 ! exposure to amphetamine	GO:0001975 ! response to amphetamine	false	label	label	amphetamine
ECTO:0000119 ! exposure to amphetamine	GO:0001975 ! response to amphetamine	false	related	label	amphetamine
ECTO:0000120 ! exposure to lipid hydroperoxide	GO:0006982 ! response to lipid hydroperoxide	false	exact	label	hydroperoxidelipid
ECTO:0000120 ! exposure to lipid hydroperoxide	GO:0006982 ! response to lipid hydroperoxide	false	label	label	hydroperoxidelipid
ECTO:0000120 ! exposure to lipid hydroperoxide	GO:0006982 ! response to lipid hydroperoxide	false	exact	label	lipidhydroperoxide
ECTO:0000120 ! exposure to lipid hydroperoxide	GO:0006982 ! response to lipid hydroperoxide	false	label	label	lipidhydroperoxide
ECTO:0000121 ! exposure to water	EO:0007383 ! watering regimen	true	exact	label	water
ECTO:0000121 ! exposure to water	GO:0009415 ! response to water	false	exact	exact	water
ECTO:0000121 ! exposure to water	GO:0009415 ! response to water	false	exact	label	water
ECTO:0000121 ! exposure to water	XCO:0000021 ! water	false	exact	label	water
ECTO:0000121 ! exposure to water	ZECO:0000182 ! water quality	false	exact	related	water
ECTO:0000121 ! exposure to water	EO:0007383 ! watering regimen	true	label	label	water
ECTO:0000121 ! exposure to water	GO:0009415 ! response to water	false	label	exact	water
ECTO:0000121 ! exposure to water	GO:0009415 ! response to water	false	label	label	water
ECTO:0000121 ! exposure to water	XCO:0000021 ! water	false	label	label	water
ECTO:0000121 ! exposure to water	ZECO:0000182 ! water quality	false	label	related	water
ECTO:0000121 ! exposure to water	EO:0007383 ! watering regimen	true	related	label	water
ECTO:0000121 ! exposure to water	GO:0009415 ! response to water	false	related	exact	water
ECTO:0000121 ! exposure to water	GO:0009415 ! response to water	false	related	label	water
ECTO:0000121 ! exposure to water	XCO:0000021 ! water	false	related	label	water
ECTO:0000121 ! exposure to water	ZECO:0000182 ! water quality	false	related	related	water
ECTO:0000122 ! exposure to photon	ECTO:0000004 ! exposure to gamma radiation	false	related	exact	gamma
ECTO:0000122 ! exposure to photon	ECTO:0000004 ! exposure to gamma radiation	false	related	label	gamma
ECTO:0000122 ! exposure to photon	EO:0001022 ! gamma radiation treatment	false	related	label	gamma
ECTO:0000122 ! exposure to photon	GO:0010332 ! response to gamma radiation	false	related	label	gamma
